1,d4eb9d26c5882a03866a7e09a74401f8dd13070e,1,4
2,6da0ff9a3d84d8a8033a548c98c49725b6f03bd1,1,4
3,790e7e37139940478c2b23313a721af9c86856ce,0,0
4,e0e198468154e91be4552246183cfc553ad79ed6,1,0
5,3223c58426a3022204076141ca5648da122d6d79,0,0
6,996d1f75510fc06d5033811a971500e741bb5f5c,2,4
7,a5f02dc6e4d6f9cd6ad0fa66723ec340788263a3,0,0
8,d4242605bd5cdb5d5040f382176c5cbd4f6b14df,0,1
9,86b6b4c3736463b4e54f508bbf872855d43f8e14,2,2
10,3f99de5eb199db8a45edb5c2d1d089ffd445c73e,1,0
11,3a987e15c28f2489ba64440986e87462147e4b7e,0,0
12,ac2b6240eecc5deb43ece744b2656ecdc9d75543,0,0
13,88f31975e96df2740946c6efcd67624a6fc19495,0,0
14,30526b835778f378476ea273d26e73d7f060587d,0,0
15,688ff974b63a02e513fd9f662bc6e5b1409f2db1,0,0
16,bc5a63a304189d87e5325c26df22fec85ad3ef4e,2,0
17,f8b50225d90a3ed750dd6cd8546adba0cbae6dc5,1,0
18,ff6dc3aec3e49bc9752f904ae5db5105937a9dcb,0,0
19,c3cc381163a6fc487c72bcbeb65e73497b7c64af,0,2
20,0b5440f33fe46758c3692f639fc50ddb1c430ffe,1,0
21,e6b022700fa4f4f771a9f229bf8aaee287d3c886,0,1
22,dfaccf7e15967bb06b86bcde72071585a78176f1,0,0
23,bdc326c6eae688c4d0ac158e35fa850923479afc,0,1
24,a8d4c749e0fb0be82e661cb9f312341bd5c8553a,0,0
25,0310c7db7ca1fb55764191171fe5c915ebee8dc4,2,3
26,86235b8b474bf6c2c9d7ab6bc35da0a065c8cb16,0,0
27,4b23faeca8e1d6599b8e7de08579683021bba3ab,0,2
28,3edb95831d884c4085e5945fbacf016fec914192,1,0
29,2873552a34d6d71ec0525f18fd28118976554285,0,0
30,7f5b6919ce66f2463e0bae5b749556f9adedbcdf,1,14
31,21a5b4ba681390dbbb3202355ed51afc8fc53e08,0,4
32,6064c21234ba78df049ad885c04e6a69f6e0b59b,0,3
33,54cab1d1e8858d22e4852859e8dead74f54e6c31,0,6
34,ace95852aa0f8096384d291630cd45858d8d6c59,1,0
35,8400c9e001ac149ab8f01cd487030822c4ec3d07,1,5
36,93a0781c66762d9bc9fe2d3647ab68167b6cab31,2,1
37,b55b4a4e0a801906ebd60d9c4cbe55c154eae96a,1,1
38,61f860d10243421fa354b1953bbf0e909dc4e273,0,0
39,6e0e894b5c7a9078232d40dfabbe6f221f91fe41,0,0
40,0f31cb6184ee174242cafbede70a498e26fe1e89,0,0
41,6c6805a73ecf6f4ec3222d641cb27e0bb891e0a4,0,0
42,1a7238404b085db8ec73be3bed04d1c78638115c,0,1
43,1653fa2e579c8e1601ff684ab22343280396e848,0,0
44,749bfbd10e7303b08322654c62800c7ffe7c508c,1,0
45,ae126c1f22ad44c77d8591ba29f8a02dfb0a4948,0,2
46,ccfe39d7df7136548fbac38cbcb758e37a118910,2,0
47,bcc6a3b9e00ff741ac1d9e65d47c8f8350ea6830,0,0
48,a44b2a724d5675f8d4b337dd950a4caf16739896,2,1
49,734bfce2846c2c751acdca67ae3840449de3b005,1,2
50,c40ad62f2a3357c66d74d0f2300cce9645ab3556,0,0
51,837652ac472d13b20bd1ac97a8f63fc8b328a25b,0,5
52,ea3898773b920e1bc3429406f7f766974338c488,0,5
53,aa3f07e9bdd9d7ddfe9f4f2e71bade279d4c1131,2,5
54,781f396517b94b23f4d3ad6e8ccb2e99cfcb0f2f,0,0
55,c962a11678e976f2d213a17191d0b1343915d14d,3,1
56,ad74dd09bd65f6e1607e4b9d0143b72e2b14c04c,0,0
57,10d62a4128c461fc3cc0cf996ca16f79e1528cbd,1,2
58,6815814f4b111ac10c6df974cce5c0d6b2a1b30c,1,1
59,8cf177721e57256e69348abfe69b2e7b03638547,2,8
60,d63c8f65ce321ec95f4024b390fa22a4845ace39,0,0
61,d362bd7ec44f45b54fa0b2b50ab699eb5011e938,2,1
62,796f487bafb5723fdf0ea929deaa67b31c0a71b5,0,0
63,ef39dec70126dfa6542019a3336ee7378afa860b,1,2
64,6647d56c20e55f83971c5eecc4e43c62dbc45fd4,0,0
65,90c387430209333bcb4517fae8e2a2ef31876910,1,3
66,46c4b65cbf387d415d90cea37d352f99ba346ef3,0,0
67,c7e102287e16311c11dd21bb4bea91aa3ba5e7c9,0,0
68,e0a7f94e67ac5ad18a441b287a0ec6c2cfcfb3aa,1,0
69,a80a3847b050f7f9e671bbf80b943ce84f3ac549,1,0
70,ecf495b89eccd4a3a100555e6553d289811b45f2,0,5
71,136ebb557898d4090ca47103ec2707e5c52966fc,0,1
72,8c9092719f33027ebbde10ea7eabf78d98e0cb36,1,0
73,3329a4e4f1ecb6267c3d2190038b616b1ba342ca,1,0
74,87d9ace23536c1e64c1a46cccf191f2fdcc3057b,1,0
75,d7392a644251ec87b62109d728b03a878434227f,0,0
76,d05ae23b9101bbd85f7a7780af3eaf47fd9637d0,0,1
77,1542b9e19f340e85f2da7abf3066d6ee0b0b655d,0,0
78,f128d6baf35f772fa1b58412935de8b16012bffa,1,0
79,3694b7ebb75eb1814157197881f44acbb217fea4,0,0
80,9654c656cc9efd56d62bb5a0a45d47cfc34282f0,1,0
81,67578610c23ef08754d14faacfb4d2fc4cf0ac9a,0,1
82,3ccd438e9f212f3e792fe769ed49ed85e79b3f10,1,0
83,255952e29d75dee42a01d8c4906c26753ede1288,0,1
84,e659562f37860ea93024f94dac367a6e815d36e2,0,5
85,908b417d537d899e7967b9123f94e74c5a64dcc0,0,0
86,024d310c25c8cc0668756c7292e3e522d9f4a6d1,0,1
87,2a1e0a96ba7404a4ea67d45d34d573e13d8310aa,1,0
88,c76b7f59e32b0a8267a8dcc9b61d94b43bb3facb,1,0
89,902c9a01a10c7a09a8e559dcba65e566d680c2dd,0,6
90,a4f4f2c793642a8b2daf76ea8bdf2b20daf31b8b,2,4
91,0100bbf4035382187e05fb99a23f71b8f822566e,1,3
92,c8f9d434b5e2b1500bbcff28330df7103c2ec473,1,17
93,8b6a618a18a13536b0d1df6637288ed18290b338,2,0
94,990c55445c7b8083ed8dbea96bff8c249409e52e,0,1
95,f8f3b561bb6b54587f3fb3cd41a555ef72cfbb3a,0,0
96,7775aab65b57e1dfcf6e195efde8fa74f4bb013d,2,0
97,07868bd756d6d1fb5761251aaaedaca8c486b241,1,1
98,8ff0629166ba6c9f4f7a9f833e5c60299da653c0,0,1
99,1026f4bd1eaa6baeafb7924559ce279e10d7ed29,2,4
100,5139c3b150cc41bca9bf4442ace78de93eec90fe,0,2
101,2b4747044e97fbf60897ea4e3acc7efd5677ba34,0,0
102,5ee840600a0c3cee6bd6c6af283015b7dd3129ce,0,0
103,aa8735ccef09377f4848e90d7b4777a31f177aa2,1,0
104,0323caefc87b9f82ddaa0a114e7cd769971b5727,1,0
105,626f0758b46a5fbed29bdd3eb3a5c1e3ed5c6081,0,7
106,5088a7701ee568d7221d5d1365eca0a76e591155,0,1
107,68ff731ac580fdbc61b01103d7a3227b8456c7de,1,2
108,b75ec77a92cce1581cfd2c0dce2e3c80ba2a36cf,1,4
109,8ef05f55144b184ae04836499a2a5ce4547d7677,0,3
